planet_name,host_star,biosignature_score,habitability_score,detectability_score,biosignature_potential,stellar_activity,radius_earth,mass_earth,orbital_period,equilibrium_temp,stellar_temp,discovery_year,ml_prediction,ml_class,ml_confidence
Kepler-100 c,Kepler-100,35.0,0.0,15.0,20.0,0.0,2.355,,,,5854.0,2014,1,Low Priority,0.9998724653192996
Kepler-182 b,Kepler-182,35.0,0.0,15.0,20.0,0.0,2.94,,9.82578435,,6120.0,2014,1,Low Priority,0.9999700878698523
Kepler-1666 b,Kepler-1666,35.0,0.0,15.0,20.0,0.0,2.57,,25.8474596,672.0,6297.0,2020,1,Low Priority,0.999945225736589
Kepler-709 b,Kepler-709,35.0,0.0,15.0,20.0,0.0,3.19,,16.08524954,613.0,5239.0,2016,1,Low Priority,0.99994088440688
Kepler-691 b,Kepler-691,35.0,0.0,15.0,20.0,0.0,2.25,,8.11,,,2016,1,Low Priority,0.9999536324665418
Kepler-117 b,Kepler-117,35.0,0.0,15.0,20.0,0.0,,,18.79587256,,6100.39,2014,1,Low Priority,0.9999304342759647
Kepler-52 c,Kepler-52,35.0,0.0,15.0,20.0,0.0,,,16.38489988,,4116.0,2012,1,Low Priority,0.9999249235160474
Kepler-51 b,Kepler-51,35.0,0.0,15.0,20.0,0.0,6.657,,45.15530074,,5674.0,2012,1,Low Priority,0.9999313927379566
Kepler-23 c,Kepler-23,35.0,0.0,15.0,20.0,0.0,3.15,,10.74242766,1023.0,5828.0,2011,1,Low Priority,0.9999445997871008
Kepler-1821 b,Kepler-1821,35.0,0.0,15.0,20.0,0.0,,,16.4581861,,5524.03,2021,1,Low Priority,0.9999306537128889
Kepler-695 b,Kepler-695,35.0,0.0,15.0,20.0,0.0,9.17,,3.040330424,1021.0,5035.0,2016,1,Low Priority,0.9999800488542877
CoRoT-5 b,CoRoT-5,35.0,0.0,15.0,20.0,0.0,,,4.0379156,,,2009,1,Low Priority,0.9999693465284385
Kepler-231 b,Kepler-231,35.0,0.0,15.0,20.0,0.0,,91.0363,10.065243,,,2014,1,Low Priority,0.9999681816451396
Kepler-17 b,Kepler-17,35.0,0.0,15.0,20.0,0.0,14.48,,1.485710994,1562.0,5624.0,2011,1,Low Priority,0.9999812441326269
Kepler-342 e,Kepler-342,35.0,0.0,15.0,20.0,0.0,,,1.644221032,,6139.09,2016,1,Low Priority,0.9999728563920481
Kepler-29 b,Kepler-29,35.0,0.0,15.0,20.0,0.0,3.6,127.1,10.3376,,5750.0,2011,1,Low Priority,0.9999210739656895
Kepler-1129 b,Kepler-1129,35.0,0.0,15.0,20.0,0.0,2.96,,24.3397804,,5831.0,2016,1,Low Priority,0.9999183532685624
Kepler-1806 b,Kepler-1806,35.0,0.0,15.0,20.0,0.0,2.05,,9.03322647,729.0,5311.0,2021,1,Low Priority,0.9999756419292127
Kepler-949 c,Kepler-949,35.0,0.0,15.0,20.0,0.0,,,20.99757968,,5088.18,2023,1,Low Priority,0.9999249235160474
Kepler-385 c,Kepler-385,35.0,0.0,15.0,20.0,0.0,3.37,,15.1622735,,6091.0,2014,1,Low Priority,0.9999304341960202
Kepler-357 c,Kepler-357,35.0,0.0,15.0,20.0,0.0,,,16.85812066,,4870.0,2014,1,Low Priority,0.9999249235160474
Kepler-1072 b,Kepler-1072,35.0,0.0,15.0,20.0,0.0,,,1.569066598,,5794.96,2016,1,Low Priority,0.9999728563920481
Kepler-193 b,Kepler-193,35.0,0.0,15.0,20.0,0.0,3.04,,11.38840217,979.0,5876.0,2014,1,Low Priority,0.9999484901904009
Kepler-1895 b,Kepler-1895,35.0,0.0,15.0,20.0,0.0,2.11934728,,6.070290089,,5076.0,2021,1,Low Priority,0.9999711265932164
Kepler-544 b,Kepler-544,35.0,5.0,15.0,20.0,-5.0,1.97,,21.41664,711.0,6269.0,2016,1,Low Priority,0.9999043461003502
Kepler-554 b,Kepler-554,35.0,0.0,15.0,20.0,0.0,3.92,,1.902208556,1271.0,5438.0,2016,1,Low Priority,0.9999800488542877
Kepler-550 b,Kepler-550,35.0,0.0,15.0,20.0,0.0,4.42,,8.600104109,,5322.0,2016,1,Low Priority,0.9999563250161033
Kepler-80 d,Kepler-80,35.0,0.0,15.0,20.0,0.0,,4.1,3.07208,,,2014,1,Low Priority,0.9999711265932197
Kepler-80 c,Kepler-80,35.0,0.0,15.0,20.0,0.0,2.699,,9.521650159,,4665.0,2012,1,Low Priority,0.9999665855179668
Kepler-761 b,Kepler-761,35.0,0.0,15.0,20.0,0.0,2.6,,10.12824,916.0,6149.0,2016,1,Low Priority,0.9999795012953504
Kepler-1605 b,Kepler-1605,35.0,0.0,15.0,20.0,0.0,5.18,,85.7565495,716.0,5447.0,2016,1,Low Priority,0.9996285858061609
Kepler-1753 b,Kepler-1753,35.0,0.0,15.0,20.0,0.0,2.27,,16.00454026,586.0,5178.0,2021,1,Low Priority,0.9999399639348205
Kepler-468 b,Kepler-468,35.0,0.0,15.0,20.0,0.0,13.44,,38.478757067,484.0,5510.0,2016,1,Low Priority,0.9999453671267235
Kepler-327 c,Kepler-327,35.0,0.0,15.0,20.0,0.0,,,5.2123255561,,3864.0,2014,1,Low Priority,0.9999701437235999
Kepler-267 c,Kepler-267,35.0,0.0,15.0,20.0,0.0,2.1,,6.87749137,,3886.0,2014,1,Low Priority,0.9999677043757016
Kepler-1388 b,Kepler-1388,35.0,0.0,15.0,20.0,0.0,,,12.28566963,,3938.0,2016,1,Low Priority,0.9999232791658345
Kepler-1755 b,Kepler-1755,35.0,0.0,15.0,20.0,0.0,,,24.81097206,,6229.0,2021,1,Low Priority,0.9999304342759647
Kepler-1032 b,Kepler-1032,35.0,0.0,15.0,20.0,0.0,,,3.290114076,,4446.0,2016,1,Low Priority,0.9999693465284385
Kepler-169 f,Kepler-169,35.0,10.0,5.0,20.0,0.0,3.12,,87.0905994,366.0,5173.0,2014,1,Low Priority,0.9997910762170106
Kepler-49 e,Kepler-49,35.0,0.0,15.0,20.0,0.0,,1.03815,18.596115,,,2014,1,Low Priority,0.9999194977061227
Kepler-281 c,Kepler-281,35.0,0.0,15.0,20.0,0.0,,,36.3375548681,,5461.0,2014,1,Low Priority,0.9999216871663952
Kepler-245 b,Kepler-245,35.0,0.0,15.0,20.0,0.0,2.56,,7.49018305,753.0,5103.0,2014,1,Low Priority,0.9999762904979678
Kepler-416 c,Kepler-416,35.0,0.0,15.0,20.0,0.0,,,12.2094828,,5620.27,2014,1,Low Priority,0.9999289106156741
Kepler-33 c,Kepler-33,35.0,0.0,15.0,20.0,0.0,2.68,,13.17556672,1009.0,5900.0,2011,1,Low Priority,0.9999484901904009
Kepler-561 c,Kepler-561,35.0,0.0,15.0,20.0,0.0,2.469,,5.350161983,,5479.0,2016,1,Low Priority,0.9999651592217642
Kepler-122 c,Kepler-122,35.0,0.0,15.0,20.0,0.0,5.65,,12.466004437,897.0,6038.0,2014,1,Low Priority,0.9999484901904009
Kepler-681 b,Kepler-681,35.0,0.0,15.0,20.0,0.0,,,26.39432897,,4937.0,2016,1,Low Priority,0.9999249235160474
Kepler-295 c,Kepler-295,35.0,0.0,15.0,20.0,0.0,,,21.5264814663,,5327.0,2014,1,Low Priority,0.9999202952278005
Kepler-1914 b,Kepler-1914,35.0,0.0,15.0,20.0,0.0,,,30.8278245,,5664.0,2021,1,Low Priority,0.9999304342759647
Kepler-80 f,Kepler-80,35.0,10.0,5.0,20.0,0.0,1.0,,0.986787059,1054.0,4040.0,2016,1,Low Priority,0.9999394820925572
Kepler-80 c,Kepler-80,35.0,0.0,15.0,20.0,0.0,2.16,,9.521644639,495.0,4041.0,2012,1,Low Priority,0.9999734519575503
Kepler-80 c,Kepler-80,35.0,0.0,15.0,20.0,0.0,2.85,,9.521650159,,4638.0,2012,1,Low Priority,0.9999681816451425
Kepler-80 b,Kepler-80,35.0,0.0,15.0,20.0,0.0,2.21,,7.053514449,547.0,4040.0,2012,1,Low Priority,0.9999759212835905
Kepler-122 c,Kepler-122,35.0,0.0,15.0,20.0,0.0,5.87,,12.465988,,6050.0,2014,1,Low Priority,0.9999135778648643
Kepler-122 c,Kepler-122,35.0,0.0,15.0,20.0,0.0,4.66,,12.465995556,804.0,6103.0,2014,1,Low Priority,0.9999484901904009
Kepler-760 c,Kepler-760,35.0,0.0,15.0,20.0,0.0,2.01,,2.46697439,1358.0,5423.0,2016,1,Low Priority,0.9999822868881458
Kepler-1017 b,Kepler-1017,35.0,0.0,15.0,20.0,0.0,2.017,,7.23400469,,5400.0,2016,1,Low Priority,0.9992458243999356
Kepler-26 b,Kepler-26,35.0,0.0,15.0,20.0,0.0,2.73,,12.283,,3853.0,2011,1,Low Priority,0.9998834312484689
Kepler-347 b,Kepler-347,35.0,0.0,15.0,20.0,0.0,2.88,,12.7983174,908.0,5592.0,2014,1,Low Priority,0.9999484901904009
Kepler-80 b,Kepler-80,35.0,0.0,15.0,20.0,0.0,,2.4,7.05325,,,2012,1,Low Priority,0.9999711265932197
Kepler-169 b,Kepler-169,35.0,0.0,15.0,20.0,0.0,,,3.250586439,,4930.0,2014,1,Low Priority,0.9999711265932197
Kepler-350 d,Kepler-350,35.0,0.0,15.0,20.0,0.0,,,26.13616296,,6492.3,2013,1,Low Priority,0.9999304346598218
Kepler-1776 b,Kepler-1776,35.0,0.0,15.0,20.0,0.0,2.2,,35.01198785,608.0,6345.0,2021,1,Low Priority,0.9999443405180313
Kepler-595 c,Kepler-595,35.0,0.0,15.0,20.0,0.0,,1.48,12.38605,,,2020,1,Low Priority,0.9999246189978201
Kepler-231 c,Kepler-231,35.0,0.0,15.0,20.0,0.0,,,19.27153424,,4079.0,2014,1,Low Priority,0.9999249235160474
Kepler-359 b,Kepler-359,35.0,0.0,15.0,20.0,0.0,,,25.5637875696,,5683.0,2014,1,Low Priority,0.9999304342759647
Kepler-33 d,Kepler-33,35.0,0.0,15.0,20.0,0.0,4.77,,21.77568751,853.0,5900.0,2011,1,Low Priority,0.9999484901904009
Kepler-324 e,Kepler-324,35.0,5.0,15.0,20.0,-5.0,1.8,,13.97925,618.0,5319.0,2021,1,Low Priority,0.9998774747520605
Kepler-1324 b,Kepler-1324,35.0,0.0,15.0,20.0,0.0,,,4.1158444531,,4572.0,2016,1,Low Priority,0.9999711265932164
Kepler-1724 b,Kepler-1724,35.0,0.0,15.0,20.0,0.0,2.45,,6.45443377,999.0,6092.0,2021,1,Low Priority,0.9999812441326269
Kepler-782 b,Kepler-782,35.0,0.0,10.0,20.0,5.0,3.495,,158.6853308,,5684.0,2016,1,Low Priority,0.9992943473749442
Kepler-161 b,Kepler-161,35.0,0.0,15.0,20.0,0.0,2.07,,4.921354681,838.0,5079.0,2014,1,Low Priority,0.9999800488542904
Kepler-397 b,Kepler-397,35.0,0.0,15.0,20.0,0.0,2.07,,22.2508509,539.0,5307.0,2014,1,Low Priority,0.9999399639348205
Kepler-396 b,Kepler-396,35.0,0.0,15.0,20.0,0.0,3.168,,,,5656.0,2013,1,Low Priority,0.999841703144573
Kepler-281 b,Kepler-281,35.0,0.0,15.0,20.0,0.0,,324.0,14.646131,,,2014,1,Low Priority,0.9999306537128889
Kepler-245 c,Kepler-245,35.0,0.0,15.0,20.0,0.0,2.32,,17.46087931,568.0,5103.0,2014,1,Low Priority,0.9999399639348205
Kepler-1524 b,Kepler-1524,35.0,0.0,15.0,20.0,0.0,2.84,,70.9672087,438.0,5818.0,2016,1,Low Priority,0.999582736857547
Kepler-654 b,Kepler-654,35.0,0.0,15.0,20.0,0.0,,,13.72453369,,5843.0,2016,1,Low Priority,0.9999382841527729
KOI-2513.01,KOI-2513,35.0,0.0,15.0,20.0,0.0,103.23,,19.00537199,758.0,6347.0,2023,1,Low Priority,0.9999400770868322
Kepler-178 b,Kepler-178,35.0,0.0,15.0,20.0,0.0,2.9,,9.576694,,5676.0,2014,1,Low Priority,0.9999667824330595
Kepler-52 d,Kepler-52,35.0,0.0,15.0,20.0,0.0,2.14,,36.4451982,,4242.0,2014,1,Low Priority,0.9999249235160474
Kepler-306 e,Kepler-306,35.0,0.0,15.0,20.0,0.0,,,44.8411168,,4948.0,2014,1,Low Priority,0.9999249235160474
Kepler-291 c,Kepler-291,35.0,5.0,15.0,20.0,-5.0,1.76,,5.70078,994.0,5934.0,2014,1,Low Priority,0.9999790198073935
Kepler-178 c,Kepler-178,35.0,0.0,15.0,20.0,0.0,2.88,,20.552802,,5676.0,2014,1,Low Priority,0.999915430124536
Kepler-956 b,Kepler-956,35.0,0.0,15.0,20.0,0.0,2.69,,5.248672631,1106.0,6126.0,2016,1,Low Priority,0.9999812441326269
Kepler-798 b,Kepler-798,35.0,0.0,15.0,20.0,0.0,,,13.71938763,,5933.64,2016,1,Low Priority,0.9999382841527729
Kepler-233 c,Kepler-233,35.0,10.0,5.0,20.0,0.0,2.72,,60.4186137,390.0,5354.0,2014,1,Low Priority,0.9996621693518422
Kepler-669 b,Kepler-669,35.0,0.0,15.0,20.0,0.0,4.46,,4.125546869,1244.0,6174.0,2016,1,Low Priority,0.9999812441326269
Kepler-1977 b,Kepler-1977,35.0,0.0,15.0,20.0,0.0,,,4.53702121,,4606.75,2023,1,Low Priority,0.9999711265932164
Kepler-1031 b,Kepler-1031,35.0,0.0,15.0,20.0,0.0,,,1.2262324559,,6051.81,2016,1,Low Priority,0.9999693465284385
Kepler-902 b,Kepler-902,35.0,0.0,15.0,20.0,0.0,2.49,,40.1099547,524.0,5960.0,2016,1,Low Priority,0.999945193891192
Kepler-46 b,Kepler-46,35.0,0.0,15.0,20.0,0.0,7.57,,33.60122066,,5162.0,2012,1,Low Priority,0.9999249234310091
Kepler-1480 b,Kepler-1480,35.0,0.0,15.0,20.0,0.0,2.97,,22.12679948,721.0,5312.0,2016,1,Low Priority,0.9999444259074733
Kepler-1691 b,Kepler-1691,35.0,0.0,15.0,20.0,0.0,,,3.84822189,,6000.0,2020,1,Low Priority,0.9999728563920481
KOI-94 e,KOI-94,35.0,0.0,15.0,20.0,0.0,5.79,,54.31998605,570.0,6098.0,2013,1,Low Priority,0.9997220416621667
Kepler-80 c,Kepler-80,35.0,0.0,15.0,20.0,0.0,,1.11,9.521632,,,2012,1,Low Priority,0.9999681816451429
Kepler-33 b,Kepler-33,35.0,0.0,15.0,20.0,0.0,,,5.6680247151,,5904.0,2011,1,Low Priority,0.9999728563920481
Kepler-58 c,Kepler-58,35.0,0.0,15.0,20.0,0.0,,,15.5738746535,,5707.0,2012,1,Low Priority,0.9999304342759647
Kepler-209 c,Kepler-209,35.0,0.0,15.0,20.0,0.0,,,41.74945104,,5463.31,2014,1,Low Priority,0.9999306537128889
Kepler-209 b,Kepler-209,35.0,0.0,15.0,20.0,0.0,2.6,,16.08786478,719.0,5514.0,2014,1,Low Priority,0.9999419194772138
Kepler-414 b,Kepler-414,35.0,0.0,15.0,20.0,0.0,2.19,,4.699653236,1030.0,5523.0,2014,1,Low Priority,0.9999800304243736
Kepler-238 d,Kepler-238,35.0,0.0,15.0,20.0,0.0,3.06,,13.23352214,888.0,5739.0,2014,1,Low Priority,0.9999484901904009
Kepler-114 d,Kepler-114,35.0,0.0,15.0,20.0,0.0,2.05,,11.776138457,447.0,3983.0,2013,1,Low Priority,0.9999327873411035
Kepler-221 b,Kepler-221,35.0,0.0,15.0,20.0,0.0,,,2.79589054,,5284.79,2014,1,Low Priority,0.9999711265932197
Kepler-42 d,Kepler-42,35.0,0.0,15.0,20.0,0.0,,,1.865114193,,3357.0,2011,1,Low Priority,0.9999626176455599
Kepler-46 b,Kepler-46,35.0,0.0,15.0,20.0,0.0,8.83,,33.60122066,495.0,5149.0,2012,1,Low Priority,0.99994088440688
Kepler-1001 b,Kepler-1001,35.0,0.0,15.0,20.0,0.0,2.909,,14.30511983,,5440.0,2016,1,Low Priority,0.999926234548624
Kepler-287 b,Kepler-287,35.0,0.0,15.0,20.0,0.0,2.88,,20.34237838,667.0,5514.0,2014,1,Low Priority,0.9999419194772138
Kepler-287 b,Kepler-287,35.0,0.0,15.0,20.0,0.0,2.4,,20.34234237,680.0,5800.0,2014,1,Low Priority,0.9999408279105463
Kepler-287 c,Kepler-287,35.0,0.0,15.0,20.0,0.0,3.5,,44.8521071,522.0,5800.0,2014,1,Low Priority,0.9999417013280852
Kepler-188 c,Kepler-188,35.0,0.0,15.0,20.0,0.0,3.08,,5.996534997,1094.0,6020.0,2014,1,Low Priority,0.9999812441326269
Kepler-1047 c,Kepler-1047,35.0,0.0,15.0,20.0,0.0,0.79,,3.18897601,1219.0,5798.0,2016,1,Low Priority,0.9999528999426078
Kepler-1451 b,Kepler-1451,35.0,0.0,15.0,20.0,0.0,2.9,,35.622233,521.0,5796.0,2016,1,Low Priority,0.999945193891192
Kepler-654 b,Kepler-654,35.0,0.0,15.0,20.0,0.0,3.04,,13.72465129,996.0,6106.0,2016,1,Low Priority,0.9999484901904009
Kepler-1077 b,Kepler-1077,35.0,0.0,15.0,20.0,0.0,2.77,,34.3511874,,5816.0,2016,1,Low Priority,0.999918353268857
Kepler-396 c,Kepler-396,35.0,0.0,15.0,20.0,0.0,5.3,17.9,88.505,,,2013,1,Low Priority,0.9996786856078722
Kepler-166 c,Kepler-166,35.0,0.0,15.0,20.0,0.0,2.41,,34.25951418,468.0,5409.0,2014,1,Low Priority,0.9999399638669965
Kepler-759 b,Kepler-759,35.0,0.0,15.0,20.0,0.0,2.17,,41.805985,533.0,5907.0,2016,1,Low Priority,0.9999443405180313
Kepler-957 b,Kepler-957,35.0,0.0,15.0,20.0,0.0,5.1,,5.90741476,769.0,4963.0,2016,1,Low Priority,0.9999761816611045
Kepler-122 e,Kepler-122,35.0,5.0,15.0,20.0,-5.0,1.85,,37.99441,558.0,6102.0,2014,1,Low Priority,0.9999033155911113
Kepler-59 b,Kepler-59,35.0,0.0,15.0,20.0,0.0,,,11.8693144,,6023.0,2012,1,Low Priority,0.9999289106156741
Kepler-33 d,Kepler-33,35.0,0.0,15.0,20.0,0.0,4.77,,21.77568751,853.0,5900.0,2011,1,Low Priority,0.9999484901904009
Kepler-60 c,Kepler-60,35.0,0.0,15.0,20.0,0.0,2.049,3.84,8.9,,6024.0,2012,1,Low Priority,0.9999725414805808
Kepler-60 c,Kepler-60,35.0,0.0,15.0,20.0,0.0,,,8.91897605,,5883.0,2012,1,Low Priority,0.9999728563920481
Kepler-350 d,Kepler-350,35.0,0.0,15.0,20.0,0.0,2.8,14.9,26.136,,,2013,1,Low Priority,0.9999306536329444
Kepler-350 d,Kepler-350,35.0,0.0,15.0,20.0,0.0,,9.8,26.13634,,,2013,1,Low Priority,0.9999306537128889
Kepler-26 e,Kepler-26,35.0,0.0,15.0,20.0,0.0,,,46.82767725,,4486.0,2014,1,Low Priority,0.9999201733220063
Kepler-414 c,Kepler-414,35.0,0.0,15.0,20.0,0.0,,,7.17073273,,5423.0,2014,1,Low Priority,0.9999711012968054
Kepler-26 c,Kepler-26,35.0,0.0,15.0,20.0,0.0,3.18,,17.25120011,,4097.0,2011,1,Low Priority,0.9999249234310091
Kepler-245 d,Kepler-245,35.0,0.0,15.0,20.0,0.0,,,36.27537574,,5031.0,2014,1,Low Priority,0.9999249235160474
Kepler-1266 b,Kepler-1266,35.0,0.0,15.0,20.0,0.0,2.61,,28.474748,489.0,5274.0,2016,1,Low Priority,0.99994088440688
Kepler-206 d,Kepler-206,35.0,0.0,15.0,20.0,0.0,,,23.4424859478,,5588.41,2014,1,Low Priority,0.9999306537128889
Kepler-43 b,Kepler-43,35.0,0.0,15.0,20.0,0.0,13.663771,1026.5909,3.0240949,1620.0,6041.0,2011,1,Low Priority,0.9999812441326269
Kepler-1118 b,Kepler-1118,35.0,0.0,15.0,20.0,0.0,2.56,,38.6715075,502.0,5432.0,2016,1,Low Priority,0.9999408505322853
Kepler-374 c,Kepler-374,35.0,0.0,15.0,20.0,0.0,,,3.2828024,,5670.31,2014,1,Low Priority,0.9999728563920481
Kepler-24 e,Kepler-24,35.0,0.0,15.0,20.0,0.0,2.36,,18.99850923,748.0,6038.0,2014,1,Low Priority,0.999944372795534
Kepler-1009 b,Kepler-1009,35.0,0.0,15.0,20.0,0.0,2.08,,11.35011917,445.0,3901.0,2016,1,Low Priority,0.9999355696052573
Kepler-32 c,Kepler-32,35.0,0.0,15.0,20.0,0.0,,,8.75209691,,3791.0,2011,1,Low Priority,0.9999701437235966
Kepler-58 c,Kepler-58,35.0,0.0,15.0,20.0,0.0,,,15.573637,,5707.0,2012,1,Low Priority,0.9999304342759647
Kepler-1721 b,Kepler-1721,35.0,0.0,15.0,20.0,0.0,2.51,,4.592393816,924.0,5351.0,2021,1,Low Priority,0.9999800488542877
Kepler-293 b,Kepler-293,35.0,0.0,15.0,20.0,0.0,3.07,,19.254196,,5804.0,2014,1,Low Priority,0.999915430124536
Kepler-292 d,Kepler-292,35.0,0.0,15.0,20.0,0.0,2.57,,7.0556671,879.0,5513.0,2014,1,Low Priority,0.9999800488542877
Kepler-238 c,Kepler-238,35.0,0.0,15.0,20.0,0.0,2.39,,6.155557,,5751.0,2014,1,Low Priority,0.9999698568813171
Kepler-82 d,Kepler-82,35.0,0.0,15.0,20.0,0.0,,,2.382951591,,5309.19,2014,1,Low Priority,0.9999711265932164
Kepler-31 c,Kepler-31,35.0,0.0,15.0,20.0,0.0,4.99,,42.63416177,615.0,6505.0,2011,1,Low Priority,0.999945193891192
Kepler-219 c,Kepler-219,35.0,0.0,15.0,20.0,0.0,3.07,,22.71456,718.0,5788.0,2014,1,Low Priority,0.999945225736589
Kepler-49 c,Kepler-49,35.0,0.0,15.0,20.0,0.0,2.63,,10.91274807,429.0,3816.0,2012,1,Low Priority,0.9999280553555009
Kepler-28 b,Kepler-28,35.0,0.0,15.0,20.0,0.0,2.153,,5.912268297,,4674.0,2011,1,Low Priority,0.9999696781911237
Kepler-245 d,Kepler-245,35.0,0.0,15.0,20.0,0.0,3.5,,36.27594657,485.0,5257.0,2014,1,Low Priority,0.99994088440688
Kepler-1587 b,Kepler-1587,35.0,0.0,15.0,20.0,0.0,,,9.4061364,,5936.0,2016,1,Low Priority,0.9999700878698528
Kepler-1721 b,Kepler-1721,35.0,0.0,15.0,20.0,0.0,,,4.592393816,,5168.0,2021,1,Low Priority,0.9999711265932164
Kepler-970 b,Kepler-970,35.0,0.0,15.0,20.0,0.0,2.73,,16.7364755,464.0,4334.0,2016,1,Low Priority,0.9999408844068824
Kepler-221 c,Kepler-221,35.0,0.0,15.0,20.0,0.0,2.75,,5.690584519,854.0,5280.0,2014,1,Low Priority,0.9999800488542901
Kepler-58 c,Kepler-58,35.0,0.0,15.0,20.0,0.0,2.94,,15.573637,799.0,6100.0,2012,1,Low Priority,0.9999484901904009
Kepler-238 d,Kepler-238,35.0,0.0,15.0,20.0,0.0,,23.1,13.233522,,,2014,1,Low Priority,0.9999291348584656
Kepler-1230 b,Kepler-1230,35.0,0.0,15.0,20.0,0.0,3.3,,9.95699,934.0,6144.0,2016,1,Low Priority,0.9999793459999922
Kepler-473 b,Kepler-473,35.0,0.0,15.0,20.0,0.0,,,14.55730897,,5624.0,2016,1,Low Priority,0.9999304046398559
Kepler-1937 b,Kepler-1937,35.0,0.0,15.0,20.0,0.0,2.846,,9.6886646,,5970.0,2021,1,Low Priority,0.999968587363003
Kepler-91 b,Kepler-91,35.0,0.0,15.0,20.0,0.0,15.321,,,,4605.0,2013,1,Low Priority,0.9998073532799896
Kepler-956 b,Kepler-956,35.0,0.0,15.0,20.0,0.0,2.69,,5.248672631,1106.0,6126.0,2016,1,Low Priority,0.9999812441326269
Kepler-539 b,Kepler-539,35.0,0.0,15.0,20.0,0.0,8.373123,308.2951,125.63243,387.6,5820.0,2016,1,Low Priority,0.998093943864129
KOI-94 e,KOI-94,35.0,0.0,15.0,20.0,0.0,,13.0,54.319832,,6184.0,2013,1,Low Priority,0.999669205041195
Kepler-852 b,Kepler-852,35.0,0.0,15.0,20.0,0.0,2.78,,44.9309804,628.0,6354.0,2016,1,Low Priority,0.999945193891192
Kepler-1377 b,Kepler-1377,35.0,5.0,5.0,20.0,5.0,1.4,,0.7409258,1906.0,5613.0,2016,1,Low Priority,0.9999416360212547
Kepler-284 b,Kepler-284,35.0,0.0,15.0,20.0,0.0,2.44,,12.69902995,701.0,5614.0,2014,1,Low Priority,0.9999435432833642
Kepler-173 c,Kepler-173,35.0,0.0,15.0,20.0,0.0,,,8.0058159862,,5629.05,2014,1,Low Priority,0.9999728563920481
Kepler-936 b,Kepler-936,35.0,0.0,15.0,20.0,0.0,,,10.561362264,,5172.88,2016,1,Low Priority,0.9999138259277405
Kepler-23 b,Kepler-23,35.0,0.0,15.0,20.0,0.0,,,7.10695741,,5861.98,2011,1,Low Priority,0.9999728563920481
Kepler-17 b,Kepler-17,35.0,0.0,15.0,20.0,0.0,14.65,,1.485710952,,5680.0,2011,1,Low Priority,0.9999728563920477
Kepler-282 d,Kepler-282,35.0,0.0,15.0,20.0,0.0,2.3,,24.80568031,624.0,6102.0,2013,1,Low Priority,0.9999443728592948
Kepler-171 d,Kepler-171,35.0,5.0,15.0,20.0,-5.0,1.94,,39.59492,480.0,5632.0,2014,1,Low Priority,0.9998813875244364
Kepler-1325 b,Kepler-1325,35.0,0.0,15.0,20.0,0.0,2.86,,33.8786838,,5550.0,2016,1,Low Priority,0.9999121960896361
Kepler-66 b,Kepler-66,35.0,0.0,15.0,20.0,0.0,,,17.8159689,,5777.2,2013,1,Low Priority,0.9999304342759647
Kepler-289 b,Kepler-289,35.0,0.0,15.0,20.0,0.0,2.45,,34.5438464,,6001.0,2014,1,Low Priority,0.9999304341960202
Kepler-11 c,Kepler-11,35.0,0.0,15.0,20.0,0.0,,,13.02493307,,5820.0,2010,1,Low Priority,0.9999289106156741
Kepler-674 b,Kepler-674,35.0,0.0,15.0,20.0,0.0,,,2.24338122,,4135.0,2016,1,Low Priority,0.9999711265932164
Kepler-1712 b,Kepler-1712,35.0,0.0,15.0,20.0,0.0,,,13.81504449,,3833.0,2021,1,Low Priority,0.999924396219696
Kepler-1124 b,Kepler-1124,35.0,0.0,15.0,20.0,0.0,,,2.8523458358,,3732.0,2016,1,Low Priority,0.9999676205958228
Kepler-736 b,Kepler-736,35.0,0.0,15.0,20.0,0.0,,,3.6014772659,,5093.0,2016,1,Low Priority,0.9999711265932164
Kepler-53 d,Kepler-53,35.0,0.0,15.0,20.0,0.0,2.44,,9.75193182,869.0,6079.0,2014,1,Low Priority,0.9999793459999922
Kepler-436 c,Kepler-436,35.0,0.0,15.0,20.0,0.0,2.182,,16.79713874,,4734.0,2016,1,Low Priority,0.9999249235160474
Kepler-80 e,Kepler-80,35.0,0.0,15.0,20.0,0.0,,2.2,4.6453,,,2014,1,Low Priority,0.9999711265932197
Kepler-319 c,Kepler-319,35.0,0.0,15.0,20.0,0.0,5.22,,6.941359624,1240.0,5903.0,2014,1,Low Priority,0.9999812441326269
Kepler-235 d,Kepler-235,35.0,0.0,15.0,20.0,0.0,,,20.06036336,,4074.0,2014,1,Low Priority,0.9999249235160474
Kepler-235 b,Kepler-235,35.0,0.0,15.0,20.0,0.0,,,3.3402215242,,4074.0,2014,1,Low Priority,0.9999711265932164
Kepler-235 b,Kepler-235,35.0,0.0,15.0,20.0,0.0,2.18,,3.34021995,635.0,3887.0,2014,1,Low Priority,0.9999743701769895
Kepler-235 b,Kepler-235,35.0,0.0,15.0,20.0,0.0,2.18,,3.34021995,635.0,3887.0,2014,1,Low Priority,0.9999743701769895
Kepler-177 b,Kepler-177,35.0,0.0,15.0,20.0,0.0,3.62,,36.8568008,601.0,6220.0,2013,1,Low Priority,0.999945193891192
Kepler-177 b,Kepler-177,35.0,0.0,15.0,20.0,0.0,2.9,2.0,36.855,,,2013,1,Low Priority,0.9999306536329444
