kepoi_name,koi_disposition,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_depth,koi_impact,koi_model_snr
K01014.01,CONFIRMED,17.31711739,3.1518,2.04,454.0,10.07,1473.0,0.684,35.9
K01015.01,CONFIRMED,9.42889884,4.4481,4.39,1163.0,432.9,565.4,0.011,50.4
K01080.01,FALSE POSITIVE,1.096583368,2.1188,1.35,1474.0,1119.9,308.5,0.421,44.3
K01081.01,CANDIDATE,9.95639775,5.615,28.15,905.0,158.42,510.5,1.222,32.9
K01082.01,CONFIRMED,6.50327035,2.591,1.67,804.0,98.81,418.3,0.08,19.0
K01082.02,CONFIRMED,4.09667624,2.19,1.42,938.0,182.9,302.3,0.142,16.2
K01082.03,CONFIRMED,1.196548464,1.2592,1.25,1414.0,945.12,224.6,0.332,16.5
K01148.01,CONFIRMED,11.47609015,5.046,2.07,984.0,221.34,182.3,0.755,27.7
K01148.02,CONFIRMED,25.2630467,6.22,1.71,756.0,77.24,125.5,0.743,14.3
K01150.01,CONFIRMED,0.677374687,1.8361,0.9,2099.0,4572.56,76.7,0.132,38.7
K01151.01,CONFIRMED,10.43547031,3.4167,1.22,759.0,78.35,210.2,0.174,36.7
K01151.02,CONFIRMED,7.41084314,3.245,0.94,850.0,123.4,124.1,0.064,25.6
K00947.01,CONFIRMED,28.59914031,3.6567,1.83,298.0,1.87,1585.1,0.009,53.8
K00948.01,CONFIRMED,24.58716355,3.984,2.37,530.0,18.72,907.5,0.648,35.6
K00130.01,FALSE POSITIVE,34.193600311,5.41382,21.95,778.0,86.74,13714.8,0.625,1405.6
K00949.01,CONFIRMED,12.53248222,4.0168,3.24,775.0,85.15,1145.9,0.668,66.7
K00950.01,CANDIDATE,31.201692472,2.15663,8.31,286.0,1.59,34513.7,0.001,607.4
K00951.01,CONFIRMED,13.19720694,3.4872,4.18,642.0,40.03,2141.4,0.568,116.2
K00137.02,CONFIRMED,14.85890852,3.5252,5.94,720.0,63.52,3269.0,0.255,456.8
K01015.02,CONFIRMED,4.08897299,3.585,2.36,1537.0,1317.96,157.9,0.374,19.0
K01016.01,FALSE POSITIVE,2.866680334,1.1264,2.93,1045.0,282.64,712.4,0.968,43.0
K01017.01,CONFIRMED,17.44486016,4.445,3.24,679.0,50.32,826.9,0.871,46.0
K01018.01,FALSE POSITIVE,8.30697421,2.76,37.99,1246.0,570.93,158.7,1.151,17.4
K01083.01,CONFIRMED,7.33685101,3.548,1.52,875.0,138.46,325.8,0.018,21.6
K00143.01,FALSE POSITIVE,22.65117451,3.6895,7.62,855.0,126.57,2250.0,0.925,170.1
K01084.01,FALSE POSITIVE,1.204274435,1.3362,1.19,1564.0,1413.91,185.8,0.528,34.7
K01085.01,CONFIRMED,7.71790675,1.84,0.9,502.0,15.01,306.8,0.112,12.6
K01086.01,CONFIRMED,27.6652847,6.633,2.21,641.0,39.94,469.2,0.004,36.1
K01087.01,FALSE POSITIVE,0.948950734,4.0245,36.87,2103.0,4636.91,2133.0,1.246,238.6
K00149.01,CONFIRMED,14.55730897,7.7643,4.32,879.0,141.0,956.9,0.036,200.0
K01152.01,FALSE POSITIVE,4.722254104,3.451,14.45,557.0,22.67,82670.0,0.506,314.1
K01153.01,FALSE POSITIVE,0.635069939,2.07171,57.77,2351.0,7193.72,33117.3,1.25,578.6
K01154.01,CANDIDATE,6.810823723,7.98574,26.06,1626.0,1656.16,14446.8,0.57,1441.9
K01155.01,FALSE POSITIVE,0.933746515,6.6522,25.54,1508.0,1222.25,2936.6,1.262,549.5
K01156.01,FALSE POSITIVE,1.872421727,1.5261,5.65,1298.0,672.92,3018.9,0.917,179.0
K00951.02,CONFIRMED,33.6528474,3.9616,3.05,470.0,11.5,1140.8,0.567,41.9
K00952.01,CONFIRMED,5.90127815,2.1979,1.94,514.0,16.54,1525.2,0.03,56.6
K00952.02,CONFIRMED,8.75209691,2.3742,1.83,451.0,9.76,1367.6,0.017,44.8
K00952.03,CONFIRMED,22.78078241,3.3002,2.17,328.0,2.73,1925.1,0.008,46.4
K00952.04,CONFIRMED,2.896005211,1.6776,1.23,652.0,42.53,614.1,0.082,28.6
K00952.05,CONFIRMED,0.742957911,0.6688,1.47,1026.0,262.51,843.3,0.162,45.3
K01020.01,FALSE POSITIVE,54.35635067,6.4345,38.81,566.0,24.18,10510.4,1.142,628.1
K01021.01,FALSE POSITIVE,0.54624855,2.0543,18.93,1837.0,2677.36,639.7,1.215,42.9
K01022.01,CONFIRMED,18.82744023,4.664,2.7,632.0,37.82,1006.2,0.025,29.5
K01023.01,FALSE POSITIVE,8.4120069,3.923,1.71,590.0,28.69,819.6,0.022,39.7
K01024.01,CONFIRMED,5.747711909,1.8923,1.86,641.0,40.07,820.1,0.575,51.7
K00137.03,CONFIRMED,3.504691252,1.9811,2.03,1165.0,435.21,315.1,0.741,67.5
K01088.01,FALSE POSITIVE,0.995861402,1.1507,26.93,1477.0,1124.35,4993.8,1.256,272.0
K01089.01,CONFIRMED,86.67856052,10.1289,9.83,434.0,8.41,8244.1,0.291,318.3
K01089.02,CONFIRMED,12.21828097,2.6969,5.1,835.0,114.59,1843.4,0.778,90.1
K01090.01,FALSE POSITIVE,8.387210055,1.6477,72.52,1211.0,509.55,4952.0,1.284,180.6
K01091.01,FALSE POSITIVE,15.2384539,19.292,9.84,829.0,111.67,7019.0,0.74,56.0
K01092.01,FALSE POSITIVE,0.413334492,2.3808,31.52,2509.0,9374.09,2025.1,1.2313,236.9
K01157.01,FALSE POSITIVE,0.93374614,6.551,149.71,3303.0,28084.15,1717.5,1.27,365.7
K01158.01,FALSE POSITIVE,6.47179275,6.788,2.08,1075.0,316.0,402.5,0.014,30.7
K01159.01,CONFIRMED,64.617518,5.796,5.4,383.0,5.09,2486.6,0.9,61.9
K01160.01,CONFIRMED,13.21409607,3.5641,2.77,629.0,36.95,1154.8,0.812,38.0
K01161.01,CONFIRMED,6.05729966,3.7419,1.94,947.0,189.98,385.2,0.219,35.1
K00953.01,CONFIRMED,3.584101048,2.7316,4.66,1131.0,386.66,2608.1,0.045,166.3
K00013.01,CONFIRMED,1.763587535,3.16877,21.42,3559.0,37958.27,4590.6,0.512,4061.9
K00131.01,CONFIRMED,5.014234733,4.589,10.63,1308.0,692.13,6536.0,0.066,794.3
K00954.01,CONFIRMED,8.11528727,3.211,3.1,879.0,140.92,834.9,0.916,59.1
K00954.02,CONFIRMED,36.9250409,4.9381,3.01,530.0,18.7,902.0,0.838,39.3
K01025.01,FALSE POSITIVE,37.4783492,5.317,10.05,262.0,1.12,1467.9,1.161,18.3
K01028.01,FALSE POSITIVE,8.09695764,3.319,34.0,1197.0,484.58,283.5,1.165,35.4
K01029.01,CONFIRMED,32.3122867,6.569,4.84,699.0,56.49,677.8,0.934,33.6
K01030.01,CONFIRMED,9.22961384,2.235,2.79,1021.0,257.11,492.1,0.067,19.3
K01031.01,CONFIRMED,14.5598556,5.624,1.64,758.0,78.26,290.6,0.026,15.6
K00144.01,CONFIRMED,4.176254191,3.6716,3.07,876.0,139.48,1360.1,0.715,249.7
K01093.01,FALSE POSITIVE,0.528755447,5.714,47.75,3271.0,27241.45,408.5,1.204,100.1
K01094.01,CONFIRMED,6.10027621,4.7476,2.59,990.0,227.15,766.6,0.015,43.2
K01095.01,CANDIDATE,51.59809554,2.0153,6.57,449.0,9.61,5869.2,0.251,79.7
K01096.01,CANDIDATE,1500.0,7.109,9.8,139.0,0.09,9592.0,0.9243,62.5
K01097.01,FALSE POSITIVE,10.9110487,7.033,2.36,786.0,90.07,401.9,0.9761,28.3
K00150.01,CONFIRMED,8.408878137,3.4967,2.28,809.0,101.22,798.9,0.018,147.2
K01161.02,CONFIRMED,10.93725572,3.0822,2.41,777.0,86.28,421.6,0.866,24.6
K01161.03,CONFIRMED,2.97136658,2.716,1.52,1200.0,490.13,233.3,0.349,25.6
K01162.01,CONFIRMED,158.6850022,11.5372,3.08,350.0,3.53,898.3,0.034,97.4
K01163.01,CONFIRMED,2.936527336,1.771,1.92,1209.0,505.22,352.3,0.524,34.7
K00955.01,CONFIRMED,7.03902016,3.8633,2.45,1051.0,288.92,529.8,0.015,54.3
K00956.01,CONFIRMED,8.360870704,2.7144,3.67,690.0,53.68,2039.7,0.494,120.9
K00957.01,FALSE POSITIVE,3.14051153,8.2806,31.01,1306.0,689.48,1444.4,1.251,139.5
K00958.01,CONFIRMED,21.76129812,1.243,2.53,486.0,13.18,1300.7,0.123,60.0
K00959.01,FALSE POSITIVE,12.713794177,2.44093,2.31,181.0,0.26,36718.7,0.485,2981.3
K00960.01,FALSE POSITIVE,15.801100028,6.37505,15.61,614.0,33.6,37545.0,0.512,1642.2
K01032.01,CANDIDATE,1500.1406772,25.727,18.35,206.0,0.42,4129.9,0.9131,83.3
K01034.01,FALSE POSITIVE,1.739428983,2.4894,268.65,1268.0,612.49,5897.4,4.246,130.0
K01035.01,FALSE POSITIVE,1.217266418,3.3208,14.49,2378.0,7548.29,5811.5,0.878,603.4
K01036.01,FALSE POSITIVE,19.563092517,6.9547,23.76,965.0,205.39,12992.2,0.842,2477.0
K01037.01,FALSE POSITIVE,3.7228551,12.8164,5.67,1118.0,368.33,2969.2,0.911,294.8
K00138.01,FALSE POSITIVE,48.93786896,6.5868,24.19,764.0,80.37,7240.1,0.981,445.7
K01098.01,FALSE POSITIVE,5.48990788,4.02,23.6,1039.0,275.65,598.9,1.199,36.7
K01099.01,CONFIRMED,161.5278347,3.6734,8.19,366.0,4.25,4653.6,0.0,54.7
K01100.01,FALSE POSITIVE,0.73093905,2.8437,1.45,1488.0,1159.62,451.1,0.018,52.4
K01101.01,CONFIRMED,11.39102358,2.303,1.67,618.0,34.55,448.6,0.732,10.5
K01102.01,CONFIRMED,12.33343853,6.221,4.12,915.0,165.3,536.4,0.979,31.7
K01163.02,CONFIRMED,8.01500821,3.0137,2.0,865.0,132.46,363.0,0.645,28.6
K01164.01,FALSE POSITIVE,0.933749941,6.606,12.93,919.0,168.44,415.3,1.225,88.8
K01165.01,CONFIRMED,7.053934488,1.7244,2.36,840.0,117.33,511.5,0.899,56.3
K01165.02,CONFIRMED,4.29263699,2.7,0.68,991.0,227.69,61.4,0.454,11.4
K01166.01,CONFIRMED,7.6746614,1.9374,2.8,957.0,198.67,503.0,0.939,20.8
K01167.01,FALSE POSITIVE,0.445275074,2.276,1.21,1950.0,3419.7,254.7,0.639,86.3
K00961.01,CONFIRMED,1.213770423,0.5532,0.78,525.0,18.03,1821.0,0.83,111.4
K00961.02,CONFIRMED,0.453287416,0.4445,0.76,729.0,66.14,1461.5,0.81,150.4
K00132.01,FALSE POSITIVE,10.810132734,4.4618,13.95,985.0,222.68,6165.2,0.948,806.5
K00961.03,CONFIRMED,1.865114193,0.4279,0.66,455.0,10.1,1124.8,0.785,56.9
K00964.01,FALSE POSITIVE,3.273699006,3.07626,22.36,3060.0,20728.79,6862.8,0.733,1293.1
K00965.01,FALSE POSITIVE,7.047103499,3.3208,51.86,955.0,196.62,71318.0,1.047,274.9
K01038.01,FALSE POSITIVE,0.530300102,2.8502,35.73,2410.0,7972.18,3040.0,1.2507,207.4
K01039.01,FALSE POSITIVE,1.073917869,2.4305,33.01,1794.0,2450.63,1926.6,1.266,137.5
K01040.01,FALSE POSITIVE,4.206096814,10.7381,32.66,1252.0,581.11,1298.1,1.239,149.3
K01041.01,FALSE POSITIVE,19.56313723,6.8575,9.73,706.0,58.71,5536.0,0.908,157.8
K01042.01,FALSE POSITIVE,2.227718792,4.9699,8.88,1400.0,906.46,1039.0,1.04,124.3
K01043.01,FALSE POSITIVE,0.591914504,1.0225,27.21,1646.0,1746.78,1057.7,1.344,56.3
K01360.01,CONFIRMED,36.7704935,4.42,2.83,437.0,8.6,1346.6,0.545,40.8
K01360.02,CONFIRMED,14.58932429,2.4184,2.32,594.0,29.53,831.3,0.694,29.3
K01360.03,CONFIRMED,0.764017553,1.103,0.86,1589.0,1503.79,128.2,0.442,13.2
K01361.01,CONFIRMED,59.8780258,4.8027,2.19,273.0,1.31,1419.1,0.004,51.8
K01362.01,CANDIDATE,20.51360192,3.4769,2.58,540.0,20.15,1174.1,0.703,32.3
K01426.02,CONFIRMED,74.92768653,4.74,6.39,409.0,6.62,4119.2,0.796,161.5
K01426.03,CONFIRMED,150.0189511,4.3823,32.6,325.0,2.62,4319.7,1.252,106.2
K01427.01,CONFIRMED,2.613020421,1.9588,1.5,713.0,61.24,599.7,0.891,31.1
K01428.01,CONFIRMED,0.927859786,1.4279,1.79,1361.0,813.3,515.3,0.795,99.8
K01429.01,CONFIRMED,205.912735,9.992,4.68,298.0,1.85,2378.8,0.196,49.4
K00168.03,CONFIRMED,7.10695741,5.1462,1.72,1157.0,422.8,131.0,0.079,33.8
K01239.01,CANDIDATE,0.783276173,1.6735,1.98,2149.0,5056.88,264.7,0.041,46.9
K01239.02,CANDIDATE,3.17405898,2.3156,2.09,1348.0,780.46,282.2,0.422,29.2
K01240.01,CONFIRMED,2.1395563,2.0678,1.76,1425.0,974.3,266.1,0.368,48.9
K01240.02,CONFIRMED,4.807103254,0.9393,2.96,1088.0,330.84,450.5,0.94,32.9
K01241.01,CONFIRMED,21.4054422,11.721,11.64,1087.0,330.0,409.3,0.943,60.9
K01241.02,CONFIRMED,10.5007712,14.522,5.68,1378.0,852.28,183.4,0.034,45.3
K01305.01,CONFIRMED,2.633852528,2.0206,1.38,1131.0,387.43,259.8,0.204,23.3
K01305.02,CONFIRMED,6.18670882,2.909,1.21,851.0,123.96,202.6,0.013,14.3
K01306.01,CONFIRMED,1.796320953,1.9139,1.2,1367.0,827.82,210.9,0.015,22.1
K01306.02,CONFIRMED,3.468073,2.361,1.29,1098.0,343.57,243.9,0.143,20.6
K01306.03,CONFIRMED,5.9142668,2.661,1.31,919.0,168.51,253.2,0.04,17.4
K00162.01,CONFIRMED,14.00640392,4.6919,3.11,807.0,100.09,716.4,0.568,109.3
K01363.01,CONFIRMED,3.546531809,2.2746,2.18,1212.0,510.26,442.7,0.633,26.4
K01363.02,CONFIRMED,5.70070626,1.6408,2.03,1035.0,270.62,379.8,0.664,15.2
K01364.01,CONFIRMED,20.8341497,4.522,2.26,563.0,23.82,803.1,0.269,26.2
K01364.02,CONFIRMED,7.0556584,3.0479,2.13,808.0,100.88,705.6,0.301,32.1
K01430.01,CONFIRMED,10.47548084,2.3024,2.11,540.0,20.15,1070.7,0.664,40.3
K01430.02,CONFIRMED,22.92886314,2.0831,2.08,416.0,7.09,908.9,0.805,21.3
K01430.03,CONFIRMED,77.4740991,4.168,2.63,277.0,1.4,1543.6,0.758,27.5
K01431.01,CANDIDATE,345.1589354,7.5646,7.79,241.0,0.8,5087.9,0.87,197.9
K01432.01,CONFIRMED,6.88595222,4.148,2.68,946.0,189.35,428.5,0.953,34.5
K01242.01,CANDIDATE,99.6442783,5.1772,8.48,415.0,6.98,3215.6,0.966,163.2
K01243.01,FALSE POSITIVE,3.125814002,1.7895,1.88,1460.0,1073.04,238.8,0.506,32.0
K00155.01,CONFIRMED,5.660669429,4.6483,3.24,1115.0,365.53,737.8,0.477,201.1
K01244.01,FALSE POSITIVE,10.80487163,2.7215,1.71,857.0,127.84,292.7,0.207,27.4
K01245.01,CONFIRMED,13.71938426,5.5677,1.98,864.0,131.94,316.4,0.022,48.3
K01306.04,CONFIRMED,29.2214959,4.014,1.81,539.0,20.03,394.0,0.779,14.6
K01307.01,CONFIRMED,44.8520997,3.5729,3.35,513.0,16.35,780.8,0.807,33.0
K01307.02,CONFIRMED,20.34237838,2.3351,2.88,667.0,46.93,564.6,0.826,28.7
K00157.05,CONFIRMED,118.3786735,9.5574,3.4,376.0,4.75,1083.3,0.011,83.1
K01308.01,CONFIRMED,23.58444746,5.5545,3.0,730.0,66.96,429.2,0.711,42.8
K01364.03,CONFIRMED,11.97884409,3.751,2.11,678.0,49.87,707.9,0.073,27.8
K01364.04,CONFIRMED,3.71545593,2.558,1.46,1001.0,237.42,331.7,0.327,19.6
K01364.05,CONFIRMED,2.58083264,2.1729,1.31,1130.0,386.18,270.2,0.16,17.5
K01365.01,FALSE POSITIVE,1.487084251,1.3233,1.6,1462.0,1076.29,295.7,0.678,17.9
K01366.01,CONFIRMED,19.25404023,4.6509,3.04,657.0,44.17,987.7,0.548,50.7
K01432.02,CONFIRMED,15.0549356,4.801,1.6,729.0,66.72,256.4,0.321,16.6
K01432.03,CONFIRMED,2.92721119,2.545,1.29,1258.0,593.23,170.2,0.043,18.0
K01432.04,CONFIRMED,38.2856338,6.512,1.77,534.0,19.24,322.8,0.115,15.0
K01433.01,CONFIRMED,19.80787763,3.453,2.08,624.0,35.89,616.3,0.054,20.1
K01434.01,CONFIRMED,2.343230566,2.0424,1.18,1054.0,292.31,246.5,0.047,23.9
K01246.01,CANDIDATE,19.03723442,3.3882,5.74,1051.0,288.04,401.3,0.033,25.3
K01247.01,FALSE POSITIVE,2.73987398,4.15886,34.83,2113.0,4705.3,20632.2,0.703,1454.3
K01248.01,FALSE POSITIVE,5.801880653,4.2608,19.91,964.0,203.62,41924.0,0.773,396.8
K01249.01,FALSE POSITIVE,85.34092607,10.6141,1177.65,409.0,6.61,51746.2,12.773,898.4
K01250.01,FALSE POSITIVE,0.782045734,1.7945,45.05,2070.0,4332.1,16185.0,1.244,272.3
K01251.01,CANDIDATE,0.576078683,1.63253,23.23,1982.0,3647.63,10084.8,1.113,426.0
K01309.01,CONFIRMED,10.1171684,4.6677,3.07,1163.0,433.41,288.7,0.296,50.6
K01310.01,CONFIRMED,19.12947603,3.9622,4.23,817.0,105.25,451.2,0.861,31.7
K01311.01,CONFIRMED,83.5781976,7.2487,6.63,655.0,43.62,630.8,0.544,54.9
K01312.01,CONFIRMED,6.1469956,3.3153,2.04,1164.0,433.72,249.6,0.083,25.8
K01313.01,FALSE POSITIVE,0.522457732,0.8907,1.52,2308.0,6715.55,143.8,0.967,48.2
K01366.02,CONFIRMED,54.1558384,4.432,3.88,466.0,11.12,1109.8,0.927,29.1
K00018.01,CONFIRMED,3.548465446,4.56904,14.92,1640.0,1708.28,7251.5,0.075,2486.5
K00163.01,CONFIRMED,11.1199028,3.3759,2.08,649.0,42.07,636.3,0.72,100.3
K01367.01,CONFIRMED,0.567856484,1.0258,1.55,1848.0,2760.23,334.8,0.324,53.8
K01368.01,FALSE POSITIVE,251.0597249,5.1095,44.2,301.0,1.93,7419.8,1.264,110.3
K00169.01,FALSE POSITIVE,11.70219638,2.6658,16.15,719.0,63.16,639.7,1.166,41.3
K01435.01,CONFIRMED,40.7150498,8.587,2.2,516.0,16.76,563.9,0.638,56.4
K01435.02,CONFIRMED,10.44635944,2.749,2.18,812.0,102.77,354.2,0.967,34.4
K01436.01,CONFIRMED,2.508553286,2.2664,1.28,1278.0,629.8,211.6,0.009,26.8
K01436.02,CONFIRMED,13.75129636,3.853,1.66,725.0,65.24,348.5,0.359,24.6
K01252.01,FALSE POSITIVE,0.885747456,4.4788,269.98,4958.0,142553.16,895.2,1.205,203.6
K01253.01,FALSE POSITIVE,3.611541977,8.6068,28.07,1005.0,240.29,2972.3,1.254,167.1
K00156.01,CONFIRMED,8.041347775,2.6332,1.29,507.0,15.59,591.0,0.26,77.5
K01254.01,FALSE POSITIVE,5.082722475,5.9139,4.4,1059.0,296.94,1974.1,0.019,95.5
K01255.01,CANDIDATE,78.9257421,7.5193,11.9,398.0,5.94,17972.0,0.359,85.2
K01256.01,FALSE POSITIVE,9.991625291,3.8552,38.93,907.0,160.14,3450.5,1.256,220.3
K01314.01,CONFIRMED,8.57504983,8.653,4.26,1374.0,841.68,160.6,0.129,36.9
K01315.01,CANDIDATE,6.84639884,3.4919,1.9,1132.0,387.84,149.7,0.9,36.3
K01316.01,CONFIRMED,7.64970832,6.625,1.43,1144.0,404.99,55.4,0.898,28.5
K00157.06,CONFIRMED,10.30401132,4.2246,1.84,849.0,122.98,316.1,0.017,53.8
K01317.01,FALSE POSITIVE,2.171827838,3.2205,58.56,1311.0,698.31,42086.0,1.323,300.6
K01369.01,CONFIRMED,3.016182013,2.8349,2.25,1449.0,1044.49,222.5,0.732,31.9
K01370.01,CONFIRMED,6.8833761,2.2702,1.69,857.0,127.67,458.4,0.075,28.1
K01371.01,FALSE POSITIVE,0.833980196,1.756,1.45,1816.0,2562.78,261.2,0.547,56.9
K01373.01,FALSE POSITIVE,1.926353494,2.5305,1.33,1484.0,1146.34,185.1,0.767,36.9
K01374.01,FALSE POSITIVE,0.890737359,1.9257,20.57,2022.0,3948.43,195.8,1.146,37.7
K01436.03,CONFIRMED,5.41908491,2.3379,1.38,989.0,225.71,231.0,0.536,20.2
K01437.01,CONFIRMED,7.01733571,3.567,1.61,984.0,221.46,255.5,0.581,15.5
K01438.01,CONFIRMED,6.91134223,5.6743,1.9,1086.0,328.65,201.7,0.259,44.0
K01439.01,CONFIRMED,394.6249514,24.108,7.79,325.0,2.65,2013.3,0.336,234.6
K01440.01,CONFIRMED,7.19304935,3.407,1.59,995.0,232.36,255.3,0.017,19.0
K01257.01,CONFIRMED,86.64764448,4.2326,9.4,419.0,7.28,7311.6,0.0,241.9
K01258.01,CONFIRMED,36.33750453,7.06,5.3,513.0,16.36,2828.4,0.825,96.8
K01258.02,CONFIRMED,14.64613058,5.688,2.22,694.0,54.95,593.5,0.561,30.0
K01258.03,CONFIRMED,148.272013,4.192,4.3,321.0,2.51,1707.4,0.883,21.8
K01259.01,FALSE POSITIVE,1.506507172,4.5346,13.4,801.0,97.56,880.9,1.226,86.7
K01318.01,FALSE POSITIVE,1.634614356,3.4422,44.22,1611.0,1597.73,19761.5,1.229,376.5
K01319.01,FALSE POSITIVE,16.025018977,3.8828,1069.01,657.0,44.01,29090.0,13.239,257.8
K01320.01,CONFIRMED,10.50682978,3.7769,9.01,668.0,47.21,13355.5,0.407,343.4
K01321.01,FALSE POSITIVE,0.711966971,2.0221,33.34,1855.0,2808.98,6227.5,1.268,392.2
K01322.01,FALSE POSITIVE,17.72724392,4.1073,14.77,741.0,71.06,16878.0,0.825,109.7
K01375.01,CONFIRMED,321.2124365,4.012,7.25,310.0,2.17,2358.6,0.873,81.7
K01376.01,FALSE POSITIVE,7.13895376,4.568,49.96,1622.0,1635.0,254.2,1.199,32.9
K00164.01,FALSE POSITIVE,4.4645454,2.8823,3.07,1601.0,1555.36,194.3,0.808,37.6
K01377.01,CONFIRMED,11.29689442,4.623,1.74,907.0,160.18,198.5,0.634,20.9
K01378.01,FALSE POSITIVE,19.30112039,6.0752,1.66,669.0,47.49,232.3,0.862,45.0
K00019.01,FALSE POSITIVE,1.20320092,1.9197,49.25,2124.0,4809.16,2807.1,1.274,250.8
K00171.01,CONFIRMED,5.968724048,3.651,3.26,1251.0,579.9,510.6,0.166,107.1
K01449.01,FALSE POSITIVE,10.980246199,3.74464,21.94,821.0,107.47,50078.0,0.733,1555.4
K01450.01,CONFIRMED,2.144632238,6.2701,59.19,1736.0,2146.82,19836.9,1.228,334.8
K01451.01,FALSE POSITIVE,27.32204488,5.6716,21.58,531.0,18.81,77474.5,0.257,3622.7
K01452.01,FALSE POSITIVE,1.152216965,2.2245,187.73,5283.0,183811.71,12072.0,0.811,104.5
K01260.01,FALSE POSITIVE,5.2972293,3.799,47.7,2867.0,15961.1,1210.5,0.022,31.8
K01261.01,CONFIRMED,133.460999,11.4997,11.21,433.0,8.29,5032.9,0.249,162.3
K00156.02,CONFIRMED,5.188563677,2.3683,1.0,586.0,27.95,358.7,0.179,56.4
K01261.02,CONFIRMED,15.19423359,3.106,3.69,893.0,150.25,367.8,0.906,18.1
K01262.01,FALSE POSITIVE,14.17098745,3.4804,4.19,608.0,32.22,3070.8,0.041,93.6
K01263.01,FALSE POSITIVE,31.9734169,13.262,24.1,442.0,9.01,1414.4,1.24,62.5
K01323.01,CONFIRMED,3.990105908,2.4108,7.45,1124.0,378.53,6154.9,0.582,247.8
K01324.01,FALSE POSITIVE,0.52205862,2.0847,27.16,2022.0,3951.57,1381.3,1.24,169.0
K01325.01,CONFIRMED,10.035381809,3.4062,4.42,786.0,90.33,2829.7,0.079,150.9
K01326.01,FALSE POSITIVE,53.100942624,2.2868,24.02,464.0,10.93,19981.1,0.988,1108.5
K00158.01,FALSE POSITIVE,5.80181368,4.119,4.52,1491.0,1168.82,269.6,0.967,35.3
K01327.01,FALSE POSITIVE,15.6402515,6.222,18.11,640.0,39.55,800.3,1.167,19.3
K01378.02,FALSE POSITIVE,0.691666384,1.9603,0.58,2031.0,4014.57,35.6,0.552,20.8
K01379.01,CONFIRMED,5.62154315,2.4143,1.37,992.0,229.04,172.3,0.742,35.3
K01380.01,FALSE POSITIVE,1.074106954,1.9797,0.52,1255.0,588.96,64.5,0.122,48.5
K01381.01,FALSE POSITIVE,5.117401517,4.3056,28.41,1130.0,385.51,62929.0,0.683,456.6
K01382.01,FALSE POSITIVE,4.20233673,3.6973,23.53,1246.0,570.87,45982.0,0.004,258.8
K01441.01,CONFIRMED,8.50698069,2.938,1.9,900.0,155.42,295.5,0.816,20.7
K00170.01,FALSE POSITIVE,15.60865244,6.26,6.17,1419.0,958.55,311.4,0.985,46.9
K01442.01,CONFIRMED,0.669310092,1.6274,1.13,1983.0,3643.96,131.8,0.157,75.3
K01443.01,FALSE POSITIVE,4.494498254,1.9742,62.11,1667.0,1824.84,248.2,1.149,39.3
K01444.01,CONFIRMED,44.9306706,6.539,2.49,565.0,24.17,438.4,0.481,33.8
K01264.01,CONFIRMED,14.13175309,4.0136,3.02,675.0,49.18,1033.0,0.848,40.1
K01265.01,FALSE POSITIVE,1.061934816,3.2551,25.72,1660.0,1789.63,437.2,1.25,74.5
K01266.01,CONFIRMED,11.41926141,3.9908,1.48,419.0,7.32,915.6,0.242,58.0
K01267.01,FALSE POSITIVE,5.93821065,2.5128,61.63,996.0,231.93,522.5,1.646,33.6
K01268.01,CANDIDATE,268.9410974,5.4434,13.57,321.0,2.52,9010.2,0.765,120.4
K01269.01,FALSE POSITIVE,0.655001616,1.8136,31.77,3162.0,23595.49,271.2,1.121,104.5
K01328.01,CANDIDATE,80.9669561,2.5276,5.04,364.0,4.14,4733.0,0.007,52.0
K01329.01,CONFIRMED,33.1996355,5.022,2.85,485.0,13.09,1112.5,0.017,32.6
K01330.01,FALSE POSITIVE,8.65306587,4.486,19.78,633.0,37.94,1048.1,1.222,43.0
K01331.01,CANDIDATE,6.80082032,1.9883,1.88,697.0,55.83,699.9,0.597,25.5
K01332.01,CONFIRMED,19.30581662,4.2902,4.0,815.0,104.41,709.1,0.001,36.3
K01383.01,FALSE POSITIVE,3.221785738,3.3411,25.03,1357.0,800.37,46379.0,0.777,336.4
K01384.01,FALSE POSITIVE,0.6243875,1.92102,29.45,1639.0,1693.36,36854.7,1.157,628.3
K01385.01,FALSE POSITIVE,18.610092584,4.98308,55.23,686.0,52.24,50833.5,1.258,1309.3
K00165.01,CONFIRMED,13.22175358,2.7884,2.38,640.0,39.56,876.5,0.451,93.6
K01386.01,FALSE POSITIVE,1.137525054,2.68228,42.74,1746.0,2197.52,18006.1,1.238,633.1
K01387.01,FALSE POSITIVE,23.799939273,5.02319,51.74,637.0,38.92,60186.4,1.137,2065.8
K01445.01,CONFIRMED,7.16893064,4.6766,1.61,1187.0,469.56,112.8,0.573,36.3
K01445.02,CANDIDATE,54.325574,9.86,0.76,545.0,20.85,44.2,0.154,7.7
K01446.01,FALSE POSITIVE,1.22775877,2.7545,48.79,1859.0,2809.86,46148.0,1.111,292.7
K01447.01,FALSE POSITIVE,40.24649897,6.0203,97.54,768.0,82.27,159414.0,0.877,420.9
K01447.02,FALSE POSITIVE,2.27999662,5.7777,20.74,2000.0,3775.07,12831.0,0.739,366.8
